response,id,wc,zwp,wi,dtj,bnf,qh,ent,sci,ypz,bw,tdt,sb,ox,xt,np,ku,is
N,500563,b,N,gmz,3,I,1.74762145018975,A,1.39850539948753,14,0.4,zp,s2,bf,dgk,j,u,2.0959
N,51389,d,N,gmz,3.4641,J,1.74440507672024,A,1.3185859350513,11,0.37417,zp,s2,fy,ntb,j,y,0.71192
N,323815,b,S,gmz,3.16228,J,2.00655146476457,A,1.4,15,0.42427,sm,s2,fy,ntb,j,z,4.5799
Y,439764,d,R,gmz,1.41421,N,1.52448929952823,A,1.39623401386159,1,0.31606,zp,s2,bf,ntb,j,z,0.25275
N,89070,d,N,gmz,3.74166,J,1.98597633856545,A,1.38340337093595,9,0.4,zp,s2,fy,ntb,j,z,4.5144
N,167188,d,R,gmz,3.31662,H,1.62153235552569,A,1.35832092073752,11,0.31623,kc,s2,fy,ntb,j,y,4.4787
N,72814,e,N,gmz,1.41421,K,1.50063097190536,A,1.35915761175818,1,0.31528,zp,s2,fy,fcc,j,y,2.9875
Y,430723,d,V,gmz,3.16228,J,1.83667036815516,B,1.41413328005657,4,0.4,sm,s2,bf,ntb,j,y,1.3883
Y,316779,d,R,gnq,3.16228,J,2.03339799850163,A,1.4153226061386,11,0.52914,kv,s2,fy,ntb,j,z,2.5525
N,166888,b,S,gmz,3.60555,I,1.65966310493255,A,1.35213040957046,1,0.31623,zp,s2,fy,ntb,j,z,4.0318
N,547753,d,N,gmz,2.23607,I,1.52837289283139,A,1.34999398350288,1,0.31606,zp,s2,fy,ntb,k,w,0.81893
Y,252608,b,S,gnq,2.82843,I,1.58153974411576,B,1.35832092073752,11,0.31623,kc,s2,jl,fcc,k,u,2.8058
Y,181401,d,N,gmz,3.60555,K,1.79577214389335,A,1.31305840790472,9,0.31623,zp,s2,jl,fcc,k,v,0.64491
N,509109,b,O,gmz,3.60555,J,1.76632754680696,A,1.3615241081238,0,0.31623,zp,s2,bf,ntb,j,z,1.133
N,128498,d,N,gmz,3.16228,H,1.66010179094286,A,1.39434023408806,4,0.31623,zp,s2,bf,fcc,j,y,3.8574
Y,165668,b,Q,gmz,3,K,1.98162930372188,A,1.4,15,0.42427,sm,s2,bf,ntb,k,x,1.332
N,63276,d,N,gmz,2.44949,J,1.66945186476457,A,1.4129158382174,11,0.42427,zp,s2,jl,ntb,j,z,2.9177
N,282392,d,N,gmz,3.16228,J,1.71334791050853,A,1.39269230587691,7,0.37417,zp,s2,bf,fcc,j,z,2.1885
Y,514288,d,N,gnq,3.60555,J,1.78746397096925,A,1.35985669513123,1,0.37417,zp,s2,fy,ntb,k,y,3.6107
N,125952,b,S,gmz,3.74166,L,2.15982481239409,A,1.3820899516901,10,0.37417,zp,s2,fy,ntb,k,s,2.1908
Y,167324,d,P,gmz,3,L,2.24947755634598,A,1.44101234765392,13,0.56569,sm,s2,jl,ntb,k,y,0.77081
N,416665,b,O,gmz,3.4641,I,1.74640008834776,B,1.39077471069573,6,0.37417,sm,s2,bf,fcc,j,w,5.5705
N,576813,d,N,gmz,3.74166,L,1.86682219798148,B,1.29445049619833,0,0.31623,zp,s2,jl,ntb,j,z,2.4409
N,123936,d,N,gmz,3,J,1.62187796222214,A,1.30330576054873,11,0.31623,sm,s2,fy,ntb,j,z,2.8691
N,128375,d,R,gmz,1.73205,J,1.55513175597776,A,1.38703358299734,4,0.39975,zp,s2,jl,ntb,j,x,0.17678
Y,65774,d,R,gmz,3.60555,J,1.74714942090275,A,1.35985669513123,1,0.31623,zp,s2,fy,dgk,j,x,4.2425
N,389101,d,N,gmz,2.82843,L,1.64584713357312,A,1.36661097842805,11,0.37417,sm,s2,fy,fcc,k,x,1.6445
N,521055,d,R,gmz,1.73205,H,1.53951800108723,A,1.37749374304409,14,0.39975,sm,s2,fy,dgk,j,z,4.3575
N,82557,d,R,gmz,1,J,1.50277873309295,A,1.38484264488105,11,0.3156,zp,s2,bf,ntb,j,y,1.4436
N,288866,b,O,gmz,3.60555,I,1.85340807333648,A,1.35985669513123,1,0.31623,sm,s2,fy,ntb,j,z,4.85
N,32847,e,N,gmz,2.64575,J,1.62192783657288,B,1.38871130920176,11,0.31623,zp,s2,fy,ntb,j,w,2.354
N,192416,d,N,gmz,3.16228,J,1.68920040865328,A,1.3193776036505,1,0.31623,sm,s2,fy,dgk,j,x,4.652
Y,413863,b,O,gmz,0,I,1.55200179275503,B,1.40866016074563,11,0.4238,sm,s2,bf,ntb,j,z,1.7557
Y,124991,d,N,gmz,3.60555,J,1.81811772420504,A,1.29833265683333,15,0.36056,zp,s8,fy,ntb,k,x,4.7638
N,178107,b,S,gmz,2.82843,K,1.8341165350237,A,1.42719948549478,14,0.44721,zp,s2,bf,ntb,j,x,2.5264
N,299842,b,O,gmz,2,J,1.67396882276045,A,1.4633644633961,11,0.42355,zp,s2,jl,ntb,j,z,0.26575
N,32324,b,N,gmz,3.16228,J,1.72197147941303,A,1.37442912332471,0,0.31606,zp,s2,fy,ntb,j,x,1.7046
Y,301969,d,N,gmz,3,K,1.72048729656108,A,1.37081322956934,4,0.4,zp,s2,jl,ntb,k,v,0.058036
N,206901,d,N,gmz,3.74166,I,2.13140534293355,A,1.32862399375346,10,0.38729,zp,s2,fy,ntb,j,y,0.33836
N,84928,d,R,gmz,2.64575,K,1.88644508783342,A,1.41857813652111,10,0.42427,sm,s2,fy,ntb,j,z,3.731
N,535635,d,R,gmz,0,J,1.42754503479598,A,1.36125544966654,1,0.31528,zp,s2,jl,fcc,j,w,0.23188
N,181165,d,N,gmz,3.60555,K,1.79916705025006,A,1.29732592496913,1,0.37417,zp,s2,bf,fcc,k,z,2.6331
Y,412233,b,N,gmz,3.60555,J,1.79306338272901,B,1.43011538555339,11,0.37417,kv,s8,bf,ntb,j,z,3.1812
Y,122043,d,U,gmz,2.64575,L,1.7113058146704,B,1.36137731844691,7,0.44721,zp,s2,bf,ntb,j,w,3.2118
N,443609,d,N,gmz,3,L,1.77486169967188,B,1.33090189571779,0,0.4,zp,s2,fy,ntb,j,z,1.8526
N,51247,d,R,gmz,3.31662,I,1.92318967196226,A,1.39850539948753,14,0.4,zp,s2,jl,ntb,j,y,0.62129
N,571266,d,R,gmz,2.64575,J,1.62809232079946,A,1.39434023408806,4,0.4,sm,s2,bf,ntb,j,y,4.9617
N,100880,d,P,gnq,3.60555,K,2.07018630392236,B,1.38248863167773,1,0.42427,zp,s2,bf,ntb,k,x,6.0431
N,348675,b,U,gmz,2.23607,I,1.59604959493645,A,1.38599567366944,11,0.31623,sm,s2,bf,ntb,j,z,0.82251
N,372129,d,N,gmz,2,K,1.57564536301128,A,1.3639987733722,1,0.31606,zp,s2,bf,ntb,j,y,4.2051
N,169794,d,R,gmz,2.44949,J,1.75459670849627,A,1.344238993698,15,0.42403,zp,s2,fy,ntb,j,z,1.823
Y,323202,d,R,gnq,3.4641,H,1.75191892660362,B,1.29445049619833,0,0.31623,zp,s2,bf,ntb,j,v,1.6587
N,112460,d,N,gmz,0,K,1.57812788487429,B,1.34206007278937,11,0.44698,sm,s2,fy,ntb,j,u,2.4617
N,479703,d,R,gmz,3.16228,K,1.60758660351573,A,1.35832092073752,11,0.31623,kc,s5,fy,fcc,j,z,2.2665
Y,387702,b,Q,gmz,2.23607,J,1.66303055278254,A,1.38729733592172,0,0.3995,zp,s2,jl,ntb,j,t,3.6366
N,56925,d,N,gmz,3.16228,J,1.90296870884439,B,1.3820899516901,10,0.37417,zp,s2,fy,ntb,j,u,2.4467
N,535243,e,R,gmz,2,H,1.58408100350592,B,1.37350552975947,11,0.31606,zp,s2,bf,ntb,j,w,2.0473
N,52546,b,U,gmz,0,H,1.41924280537207,A,1.4,11,0.44698,kv,s2,fy,ntb,j,y,2.9204
N,556740,d,R,gnq,3.60555,K,1.83583134191778,B,1.40174920747742,1,0.37417,sm,s5,fy,ntb,j,y,0.96331
N,241602,d,N,gmz,3.31662,J,1.92963440931701,B,1.32984397729069,10,0.37417,zp,s2,jl,fcc,j,u,3.0603
Y,185327,b,Q,gmz,3.4641,J,2.52422254884452,A,1.51864441511602,13,0.56569,sm,s2,bf,ntb,k,v,1.9176
N,173757,b,S,gmz,3.16228,I,1.87500884923836,A,1.41592497766711,1,0.42427,zp,s2,bf,ntb,j,w,1.161
N,179157,b,S,gmz,3.60555,I,1.78640006226991,A,1.37457258709298,0,0.31623,zp,s2,bf,fcc,k,w,2.7822
N,51904,d,N,gmz,3.74166,M,1.79956271382389,A,1.3710870878928,4,0.31623,zp,s2,fy,ntb,k,z,0.67433
N,511618,b,W,gmz,3.4641,L,2.02271678918625,A,1.52047285453967,9,0.44721,zp,s2,jl,fcc,k,z,2.968
N,160835,d,N,gmz,3.74166,J,1.76407341102398,B,1.30330576054873,11,0.31623,sm,s2,jl,ntb,j,z,1.5581
N,106191,d,R,gmz,3.31662,J,1.70475887594855,A,1.38871130920176,11,0.37417,zp,s2,fy,ntb,j,z,2.839
N,349427,b,U,gmz,3.31662,I,1.89882893937548,A,1.41808620841815,6,0.4,zp,s2,fy,ntb,k,u,1.917
N,345848,d,R,gmz,3.60555,J,1.84980709771572,A,1.37457258709298,0,0.31623,zp,s5,fy,fcc,k,z,1.3866
N,402106,d,R,gmz,3.16228,I,1.61838528564642,A,1.35213040957046,1,0.31623,zp,s2,fy,ntb,k,z,1.3501
N,425321,d,R,gmz,3.16228,L,1.61788178149321,A,1.36878405350482,11,0.31623,sm,s2,fy,ntb,j,z,3.1272
N,200309,d,R,gmz,2.23607,J,1.73978771458752,A,1.36055692600927,14,0.4471,zp,s2,ix,fcc,j,z,1.4629
Y,544894,d,R,gmz,3.60555,I,1.84208163020735,A,1.37946391869782,11,0.31623,zp,s2,fy,ntb,j,z,0.19179
N,450466,d,R,gmz,2.23607,I,1.56250587974201,A,1.30330576054873,11,0.31623,sm,s2,jl,ntb,j,s,2.6247
N,356503,d,N,gmz,3.16228,J,1.66250751021696,A,1.36194822530906,1,0.31623,zp,s2,jl,ntb,j,x,0.55835
N,420779,b,R,gmz,3.60555,J,2.02823553188892,A,1.40866016074563,10,0.38729,sm,s2,fy,fcc,k,x,2.308
N,44267,d,N,gmz,3.60555,K,2.16859803614598,A,1.35972083649408,4,0.44721,zp,s2,fy,ntb,j,u,0.9684
Y,8053,d,R,gmz,3,J,1.63824931038001,A,1.30166444703639,1,0.31623,zp,s2,fy,ntb,j,y,6.3713
N,370358,d,N,gmz,2.82843,I,1.60539956930379,A,1.39434023408806,4,0.31623,zp,s2,jl,ntb,j,y,3.1461
N,37687,d,R,gmz,0,I,1.42267679484399,A,1.36055692600927,14,0.31606,kc,s2,fy,ntb,j,w,0.063311
Y,284819,d,N,gmz,3.74166,K,2.03351493734025,A,1.39748349220384,0,0.4,zp,s2,bf,fcc,k,z,0.94699
N,133140,d,R,gmz,2.64575,H,1.62032719581023,A,1.37682841012114,1,0.31623,sm,s2,bf,fcc,j,z,3.2735
N,373392,d,R,gmz,3.31662,M,1.67454548314742,A,1.3615241081238,0,0.31623,zp,s2,ix,dgk,j,y,2.9
N,146365,d,R,gmz,2.64575,I,1.73523888104718,B,1.39748349220384,0,0.4,zp,s2,fy,ntb,j,x,2.3
N,338174,b,N,gmz,2,K,1.57373895255763,B,1.37350552975947,11,0.31606,zp,s2,jl,ntb,j,w,4.9931
N,301355,d,R,gmz,2.82843,L,1.6943442290676,A,1.39850539948753,14,0.4,zp,s2,fy,ntb,j,y,0.90763
N,264115,d,R,gmz,2.64575,L,1.6130293349405,A,1.36878405350482,11,0.31623,sm,s2,fy,ntb,j,y,2.4009
N,432913,c,N,gmz,3.16228,I,1.65410361376207,A,1.36194822530906,1,0.31623,zp,s2,fy,ntb,j,x,1.3255
N,375088,b,N,gmz,3.60555,I,1.8206909456617,A,1.37682841012114,9,0.31623,zp,s2,fy,fcc,j,y,0.094119
N,502340,b,S,gmz,2.44949,J,1.6419893002704,A,1.36632617158418,0,0.4,zp,s2,fy,fcc,j,x,5.2241
Y,402955,d,R,gnq,3.4641,K,1.89295279175465,A,1.32756001071069,11,0.37417,sm,s2,fy,ntb,j,t,0.34641
Y,151414,b,O,gmz,3.4641,I,1.75056951382583,A,1.37549201350223,0,0.31623,sm,s2,fy,ntb,k,v,3.8522
N,295236,d,R,gmz,1.73205,K,1.47233125124608,A,1.36194822530906,0,0.31575,kc,s2,bf,ntb,j,w,0.20507
N,473451,b,R,gmz,3.74166,J,1.87277551528837,B,1.30033895202699,0,0.4,zp,s2,fy,fcc,j,z,0.26957
N,333611,b,S,gmz,1.41421,L,1.82873492548584,A,1.51864441511602,13,0.49769,sm,s2,bf,ntb,j,u,3.5915
N,29687,d,R,gmz,2.64575,K,1.67076949316983,B,1.39369577816193,14,0.4,sm,s2,jl,ntb,j,y,0.096072
N,9856,d,N,gmz,3.74166,H,1.79034254296999,B,1.36674822318066,14,0.31623,zp,s2,bf,ntb,k,z,1.3646
N,526342,d,R,gmz,3.74166,I,1.85205039250444,A,1.37946391869782,11,0.31623,zp,s2,fy,ntb,j,z,2.4453
N,139380,b,S,gmz,3.60555,K,2.08935196663639,B,1.40224986875519,11,0.4,sm,s2,bf,ntb,k,z,0.88082
N,49352,e,R,gmz,2.44949,H,1.57973375985022,A,1.39077471069573,6,0.37417,zp,s2,fy,ntb,j,w,1.7055
N,446872,d,R,gmz,2.82843,I,1.60019623753515,A,1.30330576054873,11,0.31623,sm,s2,jl,fcc,j,z,0.64044
N,527876,d,R,gmz,3.31662,K,1.63368922129435,A,1.34728008950155,14,0.31623,kc,s2,jl,ntb,j,w,3.6555
N,284734,b,O,gmz,3.60555,L,1.92556860356524,B,1.38169866506456,11,0.37417,sm,s2,bf,ntb,j,t,0.11935
N,3081,d,R,gmz,3.4641,I,1.81611395260666,A,1.30033895202699,0,0.4,zp,s2,bf,ntb,j,x,1.8582
N,556223,d,R,gmz,3,K,1.81731028947924,A,1.4269587215402,11,0.44721,zp,s2,ix,fcc,j,y,1.3385
N,240034,b,S,gmz,3.4641,J,1.75769887514563,A,1.41665672745143,1,0.37417,kv,s2,bf,ntb,j,y,3.4543
N,589033,b,T,gmz,3,I,1.69788464687804,A,1.39242527235163,11,0.37417,sm,s2,bf,fcc,j,y,6.2383
Y,244763,d,N,gmz,3.74166,J,1.76875772910345,A,1.35832092073752,11,0.31623,zp,s4,bf,ntb,j,z,0.742
N,158395,d,R,gmz,1.73205,L,1.51674649943085,A,1.3639987733722,1,0.31606,zp,s2,jl,ntb,j,w,1.0611
N,208160,b,N,gmz,2.82843,J,1.64642828425385,A,1.39178158619819,4,0.4,zp,s2,jl,ntb,j,w,1.5566
N,513962,b,S,gmz,3.31662,I,1.79738720626967,A,1.38484264488105,0,0.4,zp,s2,bf,ntb,j,x,0.1911
Y,520751,d,V,gmz,3.60555,K,1.70195611171414,A,1.28878503667418,11,0.31623,kc,s2,fy,ntb,j,z,0.86202
N,311560,d,R,gmz,3.16228,L,1.68545491696474,A,1.3615241081238,0,0.31623,zp,s2,jl,ntb,j,y,2.1459
Y,224791,c,N,gnq,3.16228,L,1.7897656658117,A,1.33090189571779,0,0.4,zp,s2,bf,ntb,j,x,5.7073
N,72172,d,N,gmz,3.31662,K,1.67120438539079,B,1.36194822530906,1,0.31623,zp,s2,bf,fcc,k,x,1.2543
N,146104,d,N,gmz,0,I,1.54542326470947,A,1.3976230036926,11,0.4238,kc,s2,bf,ntb,j,y,0.26973
N,31517,d,N,gmz,3.74166,I,1.91761803455425,A,1.3193776036505,14,0.38729,zp,s2,bf,ntb,j,z,2.2395
N,84545,d,R,gmz,3.74166,O,1.7703706439599,A,1.3639987733722,1,0.31623,zp,s2,bf,ntb,j,z,1.2002
N,469172,b,S,gmz,3.16228,K,2.43911935061518,B,1.53292151085139,15,0.54772,sm,s2,jl,ntb,k,x,0.68443
Y,9294,d,N,gmz,3.31662,I,1.93048749870876,A,1.34117589925049,14,0.4,zp,s2,bf,ntb,k,u,0.58541
N,209522,d,R,gmz,3,J,1.8677074201251,A,1.44159567032967,6,0.44721,sm,s2,fy,ntb,j,w,0.29706
N,401620,b,S,gmz,3.74166,H,1.77669925711276,A,1.35985669513123,1,0.31623,sm,s2,fy,ntb,j,z,3.9945
N,153696,d,N,gmz,2.23607,K,1.59639673094661,A,1.38406202030804,11,0.31623,zp,s2,bf,ntb,j,u,2.2355
N,391235,b,S,gmz,3.60555,J,1.68378431421638,A,1.35213040957046,1,0.31623,zp,s2,fy,dgk,k,z,0.11248
N,232055,d,R,gmz,3.60555,J,1.76212944305864,A,1.29732592496913,1,0.37417,zp,s2,ix,fcc,k,y,0.16447
N,514167,d,R,gmz,2.44949,H,1.63321635393741,A,1.3861265493476,1,0.37417,zp,s5,bf,dgk,j,z,2.1294
N,372349,b,R,gmz,2.64575,J,1.82510378799106,A,1.43474854733631,1,0.42427,zp,s2,fy,ntb,k,y,4.3323
Y,412461,d,N,gnq,3.74166,L,2.33576632324644,A,1.41254498577879,11,0.4899,sm,s5,bf,ntb,j,x,0.22631
Y,13702,d,N,gmz,3.31662,K,1.76523515543285,A,1.37457258709298,0,0.31623,zp,s3,bf,ntb,k,y,0.68354
Y,232543,b,S,gmz,3.4641,J,2.55454209795587,A,1.53292151085139,15,0.54772,sm,s2,bf,ntb,k,x,0.08805
N,329264,d,R,gmz,3.4641,K,1.70083656126768,A,1.36194822530906,1,0.31623,zp,s2,bf,ntb,j,v,2.8449
N,198521,b,N,gmz,3.60555,J,1.73714947703903,A,1.2991624511028,1,0.31623,zp,s2,jl,ntb,j,z,3.0354
Y,499267,d,Q,gmz,3,K,1.61084244096765,A,1.30707859815199,14,0.31623,kc,s1,bf,fcc,k,x,0.35932
N,382433,d,R,gmz,3.16228,K,1.65025071516615,A,1.36194822530906,1,0.31623,zp,s2,bf,ntb,j,z,4.4882
N,497135,d,N,gmz,2.64575,J,1.59135634132874,A,1.35832092073752,11,0.31623,zp,s2,fy,fcc,j,v,3.8832
N,543965,b,R,gmz,3.60555,K,1.77923578727873,A,1.29445049619833,0,0.31623,zp,s2,ix,ntb,j,y,2.8904
Y,298696,b,S,gmz,2.23607,L,1.6122107074635,A,1.38078219826241,0,0.39988,zp,s2,bf,fcc,j,u,0.74451
N,74919,d,N,gmz,2.44949,K,1.70066744641004,A,1.40249206392699,11,0.44587,zp,s2,bf,fcc,j,w,0.32002
N,52127,d,N,gmz,3.31662,J,1.63934107596015,A,1.30707859815199,14,0.31623,kc,s2,fy,ntb,j,y,0.75876
N,276727,b,S,gmz,3,J,1.67533090224158,A,1.37013205215491,1,0.31623,kc,s2,bf,ntb,j,y,4.9148
N,456327,d,N,gmz,3.31662,K,1.73352096658001,A,1.36851749463161,14,0.4,zp,s2,jl,ntb,j,z,2.0321
N,302559,b,O,gmz,3.4641,J,1.8676191958358,A,1.4189300861578,1,0.37417,kv,s2,fy,ntb,j,z,3.203
N,179857,d,R,gmz,3.4641,I,1.8038534756178,B,1.32786321875079,7,0.37417,zp,s2,bf,ntb,j,z,0.17736
N,402046,d,N,gmz,3.4641,I,1.78581709176307,A,1.39318299339202,6,0.37417,zp,s6,fy,fcc,j,u,3.5776
N,555624,d,N,gmz,3.4641,J,1.77663212958539,A,1.39269230587691,7,0.37417,zp,s2,ix,ntb,j,u,2.4539
N,263568,d,N,gmz,3.31662,I,2.03436266553233,A,1.41254498577879,11,0.4899,sm,s2,fy,ntb,k,z,1.1302
N,218470,d,N,gmz,3.60555,K,1.74579962738158,A,1.30330576054873,11,0.31623,sm,s2,bf,ntb,j,z,0.25845
N,216064,d,N,gmz,3.74166,K,1.90056004425593,A,1.34539810782782,3,0.42427,zp,s2,ix,ntb,j,u,4.5475
N,190579,d,R,gmz,3.4641,K,1.73844504499778,A,1.36661097842805,11,0.37417,sm,s2,jl,ntb,j,y,3.0348
N,547508,d,R,gmz,3.74166,K,2.05423981875899,A,1.33481794303772,0,0.4,sm,s2,fy,ntb,j,u,0.24517
N,42458,b,S,gmz,2.44949,I,1.56906274767617,A,1.36878405350482,11,0.31623,sm,s2,ix,fcc,j,x,0.59354
Y,530380,d,R,gmz,3.74166,J,2.10472190674012,B,1.40224986875519,11,0.4,sm,s2,ix,ntb,k,u,2.5285
N,330553,b,R,gnq,3.16228,I,1.63986389426859,A,1.36878405350482,11,0.31623,sm,s2,jl,ntb,j,x,1.1969
N,189624,d,R,gmz,2.64575,K,1.61179033761516,A,1.36851749463161,14,0.31623,zp,s2,fy,ntb,j,x,1.0425
N,261798,b,R,gmz,3.16228,J,1.76972012298043,A,1.35426161338839,11,0.37417,zp,s2,ix,ntb,j,s,0.057996
N,391935,b,N,gmz,2.23607,K,1.64171581595758,A,1.21094620395543,14,0.39975,sm,s2,bf,ntb,k,y,2.1532
Y,466617,b,R,gmz,2.44949,J,1.56808229206852,B,1.36878405350482,11,0.31623,sm,s2,bf,ntb,j,z,0.93917
N,508023,d,N,gmz,2.44949,K,1.74470822779029,A,1.38262473529539,0,0.4,zp,s2,fy,ntb,j,z,2.9956
Y,194789,d,N,gmz,2.64575,I,1.75224232692957,B,1.40743630513983,14,0.4,zp,s2,bf,fcc,j,z,2.4809
Y,161133,d,N,gmz,1,K,1.59453161256898,A,1.39585937822453,15,0.42427,sm,s4,bf,ntb,j,v,2.946
N,402941,b,N,gmz,3.74166,J,2.08317778300917,A,1.36674822318066,0,0.4,zp,s2,bf,fcc,j,x,6.4181
N,324483,b,U,gmz,3.31662,I,1.81501849058967,B,1.38484264488105,0,0.4,zp,s2,bf,ntb,j,y,1.7507
N,59653,d,T,gmz,3.4641,K,1.68304511759318,A,1.28878503667418,11,0.31623,zp,s2,fy,fcc,j,y,2.9257
N,429361,d,R,gmz,2.64575,J,1.68975164620067,A,1.4129158382174,11,0.42427,zp,s2,ix,ntb,j,z,5.8713
N,552987,d,R,gmz,3.31662,J,1.70133736823583,A,1.3615241081238,0,0.31623,zp,s2,ix,fcc,k,y,1.1769
Y,102934,d,P,gnq,3.31662,J,2.04956522529204,A,1.35608962673851,10,0.42427,sm,s2,jl,ntb,k,w,1.4524
N,493613,d,R,gmz,3.31662,J,1.84344222411819,A,1.4189300861578,1,0.37417,kv,s2,bf,mrm,j,x,2.1399
N,539333,b,N,gmz,3.60555,H,1.7397183507896,A,1.36851749463161,14,0.31623,zp,s2,bf,fcc,k,z,1.936
N,244670,d,N,gmz,3.16228,L,1.65607881204295,A,1.39434023408806,4,0.31623,sm,s2,jl,fcc,j,y,4.1795
Y,109199,d,N,gmz,3.60555,J,2.55508546409744,A,1.33240668284496,17,0.4,kc,s2,bf,ntb,k,w,0.19656
N,337851,d,N,gmz,3.74166,J,1.903579325998,A,1.43635434385291,1,0.4,sm,s2,jl,ntb,j,x,0.44322
N,511943,d,S,gmz,3.4641,L,1.68392200750288,A,1.30330576054873,11,0.31623,sm,s8,bf,ntb,k,y,3.4496
N,479500,d,R,gmz,3.16228,J,1.64744340868261,A,1.36661097842805,11,0.31623,sm,s2,fy,ntb,j,y,3.6237
N,153092,e,R,gmz,2,J,1.72008351113485,A,1.51118132532318,15,0.42427,sm,s6,bf,ntb,j,x,1.8784
Y,287713,c,N,gnq,2,J,1.65630627119272,A,1.3820899516901,10,0.37417,zp,s5,fy,ntb,j,u,0.77581
Y,297990,d,N,gmz,3.60555,I,2.37833583867182,A,1.38236775755652,0,0.44721,sm,s2,jl,ntb,k,t,2.6108
N,147830,d,R,gmz,2.82843,I,1.92950357860648,A,1.39648714592539,10,0.42427,sm,s2,bf,ntb,j,y,2.2301
Y,218782,d,N,gnq,3.74166,L,2.33074507704539,A,1.37682841012114,1,0.4899,zp,s2,bf,ntb,k,y,4.0471
N,284712,b,S,gmz,3.31662,L,1.73297453849862,A,1.37081322956934,4,0.4,zp,s2,jl,ntb,j,v,1.4567
Y,383515,d,N,gmz,2.64575,J,2.37838254149693,B,1.4358884539016,15,0.54772,zp,s2,fy,ntb,j,u,3.5842
Y,238593,d,Q,gmz,3.60555,J,2.37868764343468,A,1.41748848692262,14,0.50001,sm,s2,jl,ntb,k,z,3.215
N,181480,d,N,gmz,2.82843,L,1.611878049898,A,1.30330576054873,11,0.31623,sm,s2,fy,ntb,j,w,0.052329
N,540294,d,R,gmz,3.60555,L,2.02525235872646,A,1.33881271516974,11,0.42427,zp,s2,fy,ntb,j,z,0.51216
N,568544,d,N,gmz,2.82843,H,1.80092576726925,A,1.38078219826241,10,0.37417,zp,s2,fy,ntb,j,y,2.3067
N,265511,b,S,gmz,3.31662,K,1.75980149423227,A,1.37457258709298,0,0.31623,kc,s2,bf,ntb,k,s,3.3768
Y,361148,d,R,gmz,3.31662,L,2.24843329075344,A,1.53990518933877,11,0.52914,sm,s2,bf,ntb,k,y,1.3734
Y,231181,d,N,gmz,3,J,1.8116245612644,A,1.31999242408256,0,0.4,zp,s6,jl,ntb,k,y,2.7669
N,476116,d,T,gmz,2,H,1.58026127853248,A,1.30967696558459,11,0.31606,zp,s2,fy,ntb,j,w,1.4958
Y,298131,b,Q,gnq,3.4641,J,2.06882409813347,B,1.42999322488867,7,0.4,sm,s2,bf,ntb,j,t,0.16787
N,175396,d,R,gmz,3.74166,K,1.76651580137965,A,1.30330576054873,11,0.31623,sm,s2,bf,ntb,j,z,2.9996
N,508813,b,N,gmz,2.44949,J,1.6732845715067,A,1.31400750301937,1,0.37417,zp,s2,fy,ntb,j,z,0.37539
N,527034,d,R,gmz,2.64575,K,1.63573844980541,A,1.38871130920176,11,0.31623,zp,s2,fy,ntb,j,z,0.85647
N,313354,d,T,gmz,1.41421,K,1.48563328945736,A,1.35915761175818,1,0.31528,kc,s2,bf,ntb,j,x,1.0723
N,294350,c,R,gmz,1,L,1.58125601332376,B,1.37457258709298,11,0.4238,kc,s2,fy,ntb,j,y,7.5537
N,536123,b,O,gmz,3,J,1.66904969882555,A,1.3615241081238,0,0.31623,zp,s2,jl,ntb,j,x,0.022193
Y,13832,c,R,gmz,2.23607,K,1.97585162831675,A,1.29445049619833,13,0.49769,sm,s1,bf,fcc,k,z,4.3794
N,400100,b,U,gmz,3.74166,L,1.79941653647445,B,1.35985669513123,1,0.31623,sm,s2,fy,ntb,j,z,0.072957
Y,485668,c,N,gmz,3,J,1.86295733628643,A,1.42719948549478,14,0.44721,zp,s2,bf,fcc,j,z,2.1446
N,186921,d,R,gmz,3.74166,I,1.84890299002059,B,1.37946391869782,11,0.31623,zp,s2,fy,fcc,j,y,2.3129
Y,53835,d,N,gnq,1.73205,I,1.56976972878216,A,1.3185859350513,1,0.36056,sm,s2,fy,ntb,k,u,4.3188
N,311770,c,R,gmz,3.4641,I,1.74139554403554,A,1.38561376159736,1,0.4,sm,s8,bf,ntb,j,y,0.42577
N,62561,d,N,gmz,2.64575,K,1.71346742405717,A,1.37881265963774,10,0.37417,zp,s2,fy,fcc,j,y,3.7359
N,545260,d,R,gmz,2.64575,L,1.63824635859048,A,1.37854559306471,11,0.4,sm,s2,fy,ntb,j,u,0.89125
N,49198,d,N,gmz,3.74166,J,2.12446165625708,A,1.40938296191559,14,0.44721,zp,s6,bf,dgk,k,w,0.84237
N,416565,d,S,gmz,1.41421,J,1.51443084722446,B,1.3639987733722,1,0.31606,zp,s2,jl,ntb,j,x,0.041763
Y,300951,b,S,gmz,3.4641,J,1.971108697849,B,1.42917972697423,3,0.44721,sm,s8,bf,fcc,j,t,0.80162
N,381715,d,N,gmz,3.4641,J,1.81854724661283,A,1.32047615053723,6,0.4,zp,s6,bf,ntb,j,y,1.9559
N,305552,d,N,gmz,3.4641,J,2.08521429207894,A,1.46797934001678,9,0.44721,zp,s2,bf,ntb,j,x,0.34302
N,174889,d,R,gmz,3.16228,I,1.675656842205,A,1.36194822530906,1,0.31623,zp,s2,bf,fcc,j,y,2.9878
